,Model,Structure,Learning_rate,Batch_size,Epochs,Optimizer,Activation,Cost,Accuracy
2375,5,"[120, 100, 80, 40, 20, 8]",0.1,12,100,RMSprop,elu,3.3622608184814453,0.12999999523162842
2376,2,"[120, 150, 100, 50, 8]",0.1,32,50,RMSprop,elu,7.1867828369140625,0.12999999523162842
2377,2,"[120, 150, 100, 50, 8]",0.1,32,50,RMSprop,selu,9.507915496826172,0.12999999523162842
2378,5,"[120, 100, 80, 40, 20, 8]",0.1,12,100,Nadam,elu,2.3832874298095703,0.12999999523162842
2379,2,"[120, 150, 100, 50, 8]",0.1,32,100,Nadam,elu,4.485814571380615,0.12999999523162842
2380,1,"[120, 90, 60, 20, 8]",0.1,64,100,Adam,elu,2.163041114807129,0.12999999523162842
2381,1,"[120, 90, 60, 20, 8]",1.0,12,100,Adamax,elu,3.8186230659484863,0.12999999523162842
2382,2,"[120, 150, 100, 50, 8]",0.1,32,100,Nadam,selu,6.121320724487305,0.12999999523162842
2383,2,"[120, 150, 100, 50, 8]",0.1,12,100,Nadam,selu,3.6313867568969727,0.12999999523162842
2384,2,"[120, 150, 100, 50, 8]",0.1,12,100,Nadam,elu,2.9043283462524414,0.12999999523162842
2385,2,"[120, 150, 100, 50, 8]",0.1,32,100,Adam,elu,2.6006479263305664,0.12999999523162842
2386,2,"[120, 150, 100, 50, 8]",0.1,32,100,Adam,selu,6.177055835723877,0.12999999523162842
2387,1,"[120, 90, 60, 20, 8]",0.1,64,100,RMSprop,elu,4.953124523162842,0.12999999523162842
2388,1,"[120, 90, 60, 20, 8]",0.1,64,100,Nadam,selu,4.416358470916748,0.12999999523162842
2389,1,"[120, 90, 60, 20, 8]",0.1,64,100,Nadam,elu,3.335414409637451,0.12999999523162842
2390,1,"[120, 90, 60, 20, 8]",0.1,64,100,RMSprop,selu,7.308409214019775,0.12999999523162842
2391,1,"[120, 90, 60, 20, 8]",0.1,64,100,Nadam,relu,2.1044929027557373,0.12999999523162842
2392,1,"[120, 90, 60, 20, 8]",1.0,32,100,Adam,elu,3.125466823577881,0.12999999523162842
2393,1,"[120, 90, 60, 20, 8]",0.1,64,100,Adam,selu,2.3034720420837402,0.12999999523162842
2394,5,"[120, 100, 80, 40, 20, 8]",0.1,64,100,Nadam,selu,4.086495876312256,0.12999999523162842
2395,2,"[120, 150, 100, 50, 8]",0.1,64,100,Nadam,elu,5.109362602233887,0.12999999523162842
2396,2,"[120, 150, 100, 50, 8]",0.1,64,100,RMSprop,elu,11.21862506866455,0.12999999523162842
2397,1,"[120, 90, 60, 20, 8]",1.0,64,100,Adam,elu,3.4273898601531982,0.12999999523162842
2398,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Nadam,elu,2.4924416542053223,0.12999999523162842
2399,1,"[120, 90, 60, 20, 8]",0.1,32,100,RMSprop,selu,7.741199493408203,0.12999999523162842
2400,1,"[120, 90, 60, 20, 8]",0.1,32,100,RMSprop,elu,4.594555377960205,0.12999999523162842
2401,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Nadam,selu,2.9605188369750977,0.12999999523162842
2402,1,"[120, 90, 60, 20, 8]",1.0,32,100,RMSprop,relu,2.809451103210449,0.12999999523162842
2403,5,"[120, 100, 80, 40, 20, 8]",0.1,64,100,Adam,elu,2.154623031616211,0.12999999523162842
2404,1,"[120, 90, 60, 20, 8]",1.0,32,100,RMSprop,elu,44.95073318481445,0.12999999523162842
2405,1,"[120, 90, 60, 20, 8]",1.0,32,100,RMSprop,selu,72.4573745727539,0.12999999523162842
2406,2,"[120, 150, 100, 50, 8]",0.1,64,100,Nadam,relu,2.104487657546997,0.12999999523162842
2407,1,"[120, 90, 60, 20, 8]",1.0,32,100,Nadam,relu,2.3584177494049072,0.12999999523162842
2408,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Adam,selu,2.469029188156128,0.12999999523162842
2409,2,"[120, 150, 100, 50, 8]",0.1,64,100,Nadam,selu,7.1550188064575195,0.12999999523162842
2410,1,"[120, 90, 60, 20, 8]",1.0,32,100,Nadam,elu,4.328369617462158,0.12999999523162842
2411,5,"[120, 100, 80, 40, 20, 8]",0.1,32,100,RMSprop,elu,4.738876819610596,0.12999999523162842
2412,5,"[120, 100, 80, 40, 20, 8]",0.1,32,100,RMSprop,selu,6.195327281951904,0.12999999523162842
2413,5,"[120, 100, 80, 40, 20, 8]",0.1,32,100,Nadam,elu,2.752890110015869,0.12999999523162842
2414,5,"[120, 100, 80, 40, 20, 8]",0.1,32,100,Nadam,selu,3.543185234069824,0.12999999523162842
2415,1,"[120, 90, 60, 20, 8]",1.0,32,100,Adamax,elu,3.000253915786743,0.12999999523162842
2416,1,"[120, 90, 60, 20, 8]",1.0,32,100,Adamax,selu,3.772794723510742,0.12999999523162842
2417,2,"[120, 150, 100, 50, 8]",0.1,64,100,Adam,elu,2.585880756378174,0.12999999523162842
2418,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,Adam,elu,2.4882915019989014,0.12999999523162842
2419,2,"[120, 150, 100, 50, 8]",0.1,64,100,Adam,selu,2.274033546447754,0.12999999523162842
2420,3,"[120, 140, 70, 30, 8]",1.0,64,50,Nadam,selu,9.55129623413086,0.12999999523162842
2421,2,"[120, 150, 100, 50, 8]",0.1,12,100,RMSprop,elu,7.215292930603027,0.12999999523162842
2422,1,"[120, 90, 60, 20, 8]",1.0,64,100,Nadam,elu,6.1678338050842285,0.12999999523162842
2423,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,RMSprop,elu,37.340702056884766,0.12999999523162842
2424,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,RMSprop,elu,6.096405029296875,0.12999999523162842
2425,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Nadam,elu,3.2697112560272217,0.12999999523162842
2426,3,"[120, 140, 70, 30, 8]",1.0,32,100,Adam,elu,4.126751899719238,0.12999999523162842
2427,1,"[120, 90, 60, 20, 8]",1.0,64,50,RMSprop,selu,45.29750442504883,0.12999999523162842
2428,3,"[120, 140, 70, 30, 8]",1.0,32,100,Nadam,elu,12.852874755859375,0.12999999523162842
2429,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Adamax,selu,4.025552272796631,0.12999999523162842
2430,0,"[120, 92, 64, 36, 8]",1.0,64,100,Nadam,selu,14.285605430603027,0.12999999523162842
2431,1,"[120, 90, 60, 20, 8]",0.1,12,100,RMSprop,elu,3.3623697757720947,0.12999999523162842
2432,1,"[120, 90, 60, 20, 8]",0.1,12,100,RMSprop,selu,5.615382194519043,0.12999999523162842
2433,3,"[120, 140, 70, 30, 8]",1.0,64,100,Adam,elu,3.1489272117614746,0.12999999523162842
2434,3,"[120, 140, 70, 30, 8]",1.0,64,100,Adam,selu,3.134913921356201,0.12999999523162842
2435,0,"[120, 92, 64, 36, 8]",1.0,64,100,Nadam,relu,2.51147198677063,0.12999999523162842
2436,1,"[120, 90, 60, 20, 8]",1.0,64,50,Nadam,selu,3.518892526626587,0.12999999523162842
2437,0,"[120, 92, 64, 36, 8]",1.0,64,50,RMSprop,softsign,33.978843688964844,0.12999999523162842
2438,1,"[120, 90, 60, 20, 8]",0.1,12,50,RMSprop,selu,5.1699981689453125,0.12999999523162842
2439,3,"[120, 140, 70, 30, 8]",1.0,32,100,Nadam,relu,2.265124559402466,0.12999999523162842
2440,3,"[120, 140, 70, 30, 8]",1.0,64,50,Adam,selu,2.2228660583496094,0.12999999523162842
2441,0,"[120, 92, 64, 36, 8]",1.0,64,100,RMSprop,elu,71.6802749633789,0.12999999523162842
2442,1,"[120, 90, 60, 20, 8]",0.1,12,100,Nadam,elu,2.376770257949829,0.12999999523162842
2443,1,"[120, 90, 60, 20, 8]",0.1,12,100,Nadam,selu,2.5828070640563965,0.12999999523162842
2444,0,"[120, 92, 64, 36, 8]",1.0,64,100,RMSprop,relu,3.5071773529052734,0.12999999523162842
2445,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Adamax,elu,3.0759117603302,0.12999999523162842
2446,0,"[120, 92, 64, 36, 8]",1.0,32,100,Nadam,relu,2.265124559402466,0.12999999523162842
2447,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Nadam,selu,4.810617446899414,0.12999999523162842
2448,3,"[120, 140, 70, 30, 8]",1.0,32,100,RMSprop,selu,87.5055923461914,0.12999999523162842
2449,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,RMSprop,selu,4.789220333099365,0.12999999523162842
2450,1,"[120, 90, 60, 20, 8]",1.0,64,100,Nadam,relu,2.511505365371704,0.12999999523162842
2451,0,"[120, 92, 64, 36, 8]",1.0,32,100,RMSprop,relu,3.727415084838867,0.12999999523162842
2452,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Adam,selu,22.566320419311523,0.12999999523162842
2453,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Adam,selu,2.862802505493164,0.12999999523162842
2454,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,RMSprop,elu,5.340358734130859,0.12999999523162842
2455,1,"[120, 90, 60, 20, 8]",1.0,64,100,RMSprop,elu,23.384828567504883,0.12999999523162842
2456,3,"[120, 140, 70, 30, 8]",1.0,64,100,Adamax,selu,2.580875873565674,0.12999999523162842
2457,1,"[120, 90, 60, 20, 8]",0.1,32,100,Adam,selu,2.547621488571167,0.12999999523162842
2458,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,RMSprop,selu,7.699099063873291,0.12999999523162842
2459,0,"[120, 92, 64, 36, 8]",1.0,32,100,RMSprop,elu,57.1035041809082,0.12999999523162842
2460,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Nadam,selu,5.238308906555176,0.12999999523162842
2461,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Adam,elu,2.992957830429077,0.12999999523162842
2462,4,"[120, 96, 74, 52, 30, 8]",0.1,64,50,RMSprop,selu,5.57844352722168,0.12999999523162842
2463,6,"[120, 150, 100, 50, 20, 8]",0.1,12,100,Nadam,selu,2.574397087097168,0.12999999523162842
2464,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Nadam,relu,2.1044914722442627,0.12999999523162842
2465,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,RMSprop,relu,2.544658899307251,0.12999999523162842
2466,0,"[120, 92, 64, 36, 8]",1.0,64,100,Adam,elu,2.7889418601989746,0.12999999523162842
2467,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,RMSprop,elu,66.280517578125,0.12999999523162842
2468,0,"[120, 92, 64, 36, 8]",1.0,32,100,Nadam,elu,17.264408111572266,0.12999999523162842
2469,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Nadam,elu,3.5272183418273926,0.12999999523162842
2470,1,"[120, 90, 60, 20, 8]",1.0,64,100,RMSprop,relu,2.981473922729492,0.12999999523162842
2471,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,RMSprop,selu,81.62709045410156,0.12999999523162842
2472,3,"[120, 140, 70, 30, 8]",1.0,32,100,Nadam,selu,23.094987869262695,0.12999999523162842
2473,3,"[120, 140, 70, 30, 8]",1.0,32,100,RMSprop,relu,346.5801086425781,0.1287499964237213
2474,7,"[120, 140, 100, 75, 30, 8]",0.1,12,100,RMSprop,elu,6.450067520141602,0.1287499964237213
2475,3,"[120, 140, 70, 30, 8]",1.0,12,100,Adamax,selu,11.607029914855957,0.1287499964237213
2476,3,"[120, 140, 70, 30, 8]",1.0,64,50,RMSprop,softsign,22.774988174438477,0.1287499964237213
2477,3,"[120, 140, 70, 30, 8]",1.0,32,100,Adamax,selu,5.131979942321777,0.1287499964237213
2478,0,"[120, 92, 64, 36, 8]",0.1,32,100,RMSprop,elu,6.641099452972412,0.1287499964237213
2479,1,"[120, 90, 60, 20, 8]",1.0,64,50,Adamax,selu,4.812371730804443,0.1262499988079071
2480,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,RMSprop,softsign,20.303390502929688,0.1262499988079071
2481,7,"[120, 140, 100, 75, 30, 8]",1.0,64,50,Adam,tanh,6.9540114402771,0.125
2482,7,"[120, 140, 100, 75, 30, 8]",1.0,32,50,Adamax,elu,2.130439043045044,0.1237500011920929
2483,3,"[120, 140, 70, 30, 8]",0.1,64,50,RMSprop,tanh,3.4636390209198,0.1237500011920929
2484,2,"[120, 150, 100, 50, 8]",1.0,32,100,Adamax,relu,3.143458366394043,0.12250000238418579
2485,1,"[120, 90, 60, 20, 8]",1.0,12,50,RMSprop,softsign,12.339193344116211,0.12250000238418579
2486,0,"[120, 92, 64, 36, 8]",0.1,64,50,RMSprop,tanh,3.2249088287353516,0.12250000238418579
2487,4,"[120, 96, 74, 52, 30, 8]",1.0,32,100,RMSprop,tanh,23.172218322753906,0.12250000238418579
2488,1,"[120, 90, 60, 20, 8]",1.0,64,50,RMSprop,softsign,10.16292953491211,0.12125000357627869
2489,0,"[120, 92, 64, 36, 8]",1.0,32,50,Adam,relu,2.169362783432007,0.12125000357627869
2490,0,"[120, 92, 64, 36, 8]",1.0,32,50,RMSprop,softsign,30.735849380493164,0.12125000357627869
2491,2,"[120, 150, 100, 50, 8]",0.1,32,50,RMSprop,tanh,4.539196968078613,0.12125000357627869
2492,0,"[120, 92, 64, 36, 8]",1.0,12,100,Adamax,selu,6.168975353240967,0.12125000357627869
2493,2,"[120, 150, 100, 50, 8]",1.0,32,100,Adamax,elu,17.218318939208984,0.12125000357627869
2494,0,"[120, 92, 64, 36, 8]",0.1,32,50,RMSprop,selu,7.40310525894165,0.11999999731779099
2495,5,"[120, 100, 80, 40, 20, 8]",0.1,12,100,Adam,elu,2.6339187622070312,0.11999999731779099
2496,0,"[120, 92, 64, 36, 8]",1.0,12,100,Nadam,elu,13.095332145690918,0.11999999731779099
2497,7,"[120, 140, 100, 75, 30, 8]",1.0,12,50,Nadam,selu,7.044106960296631,0.11999999731779099
2498,6,"[120, 150, 100, 50, 20, 8]",0.1,64,50,Adam,elu,2.1259007453918457,0.11999999731779099
2499,6,"[120, 150, 100, 50, 20, 8]",0.1,12,100,Adam,elu,2.8140761852264404,0.11999999731779099
2500,2,"[120, 150, 100, 50, 8]",1.0,12,50,Adam,selu,35.26530456542969,0.11999999731779099
2501,5,"[120, 100, 80, 40, 20, 8]",1.0,64,50,Adam,elu,2.1558773517608643,0.11999999731779099
2502,5,"[120, 100, 80, 40, 20, 8]",1.0,64,50,Adam,selu,2.1579370498657227,0.11999999731779099
2503,5,"[120, 100, 80, 40, 20, 8]",1.0,12,50,Adam,selu,7.405947208404541,0.11999999731779099
2504,7,"[120, 140, 100, 75, 30, 8]",1.0,12,100,RMSprop,selu,77.24845886230469,0.11999999731779099
2505,7,"[120, 140, 100, 75, 30, 8]",1.0,64,50,Adam,elu,2.208322048187256,0.11999999731779099
2506,7,"[120, 140, 100, 75, 30, 8]",1.0,12,50,Adam,elu,2.983175754547119,0.11999999731779099
2507,3,"[120, 140, 70, 30, 8]",1.0,12,50,Nadam,selu,17.180225372314453,0.11999999731779099
2508,5,"[120, 100, 80, 40, 20, 8]",0.1,64,100,Adamax,relu,2.081488847732544,0.11999999731779099
2509,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Adamax,selu,4.869792938232422,0.11999999731779099
2510,0,"[120, 92, 64, 36, 8]",0.1,64,50,Adam,selu,2.2865216732025146,0.11999999731779099
2511,6,"[120, 150, 100, 50, 20, 8]",0.1,12,50,Nadam,selu,2.1672372817993164,0.11999999731779099
2512,6,"[120, 150, 100, 50, 20, 8]",1.0,12,100,Adam,elu,8.31503677368164,0.11999999731779099
2513,5,"[120, 100, 80, 40, 20, 8]",1.0,64,50,RMSprop,elu,732.308837890625,0.11999999731779099
2514,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Adam,selu,8.011699676513672,0.11999999731779099
2515,0,"[120, 92, 64, 36, 8]",1.0,12,50,Adam,elu,10.499549865722656,0.11999999731779099
2516,0,"[120, 92, 64, 36, 8]",1.0,32,50,RMSprop,selu,49407.5234375,0.11999999731779099
2517,6,"[120, 150, 100, 50, 20, 8]",0.1,12,50,Nadam,elu,2.202342987060547,0.11999999731779099
2518,3,"[120, 140, 70, 30, 8]",1.0,12,50,Adam,elu,4.431164741516113,0.11999999731779099
2519,7,"[120, 140, 100, 75, 30, 8]",0.1,64,50,Adam,elu,2.1214683055877686,0.11999999731779099
2520,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Nadam,selu,18.330501556396484,0.11999999731779099
2521,1,"[120, 90, 60, 20, 8]",1.0,12,100,Adam,selu,12.791199684143066,0.11999999731779099
2522,7,"[120, 140, 100, 75, 30, 8]",1.0,64,50,RMSprop,elu,38.936012268066406,0.11999999731779099
2523,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,RMSprop,selu,33.26347732543945,0.11999999731779099
2524,3,"[120, 140, 70, 30, 8]",1.0,32,100,RMSprop,elu,128268.40625,0.11999999731779099
2525,1,"[120, 90, 60, 20, 8]",0.1,12,100,Adam,elu,2.668586015701294,0.11999999731779099
2526,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,Nadam,selu,4.859502792358398,0.11999999731779099
2527,1,"[120, 90, 60, 20, 8]",1.0,12,50,Nadam,selu,5255.38623046875,0.11999999731779099
2528,7,"[120, 140, 100, 75, 30, 8]",1.0,12,50,Adamax,elu,2.8858580589294434,0.11999999731779099
2529,2,"[120, 150, 100, 50, 8]",1.0,12,50,Adamax,elu,36.881507873535156,0.11999999731779099
2530,4,"[120, 96, 74, 52, 30, 8]",1.0,64,50,RMSprop,selu,879.4749145507812,0.11999999731779099
2531,7,"[120, 140, 100, 75, 30, 8]",1.0,12,50,Adamax,selu,3.7132723331451416,0.11999999731779099
2532,6,"[120, 150, 100, 50, 20, 8]",1.0,64,50,Adamax,selu,2.387346029281616,0.11999999731779099
2533,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,RMSprop,elu,23.101642608642578,0.11999999731779099
2534,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,RMSprop,selu,580.4246826171875,0.11999999731779099
2535,5,"[120, 100, 80, 40, 20, 8]",1.0,12,50,Adamax,selu,3.9431979656219482,0.11999999731779099
2536,1,"[120, 90, 60, 20, 8]",0.1,12,50,Nadam,elu,2.2022228240966797,0.11999999731779099
2537,5,"[120, 100, 80, 40, 20, 8]",0.1,12,50,Nadam,elu,2.2019314765930176,0.11999999731779099
2538,1,"[120, 90, 60, 20, 8]",1.0,12,50,Adam,selu,7.529406547546387,0.11874999850988388
2539,3,"[120, 140, 70, 30, 8]",0.1,32,50,Adam,elu,2.3263680934906006,0.11874999850988388
2540,4,"[120, 96, 74, 52, 30, 8]",1.0,32,50,Adam,selu,464.3755187988281,0.11874999850988388
2541,3,"[120, 140, 70, 30, 8]",0.1,12,50,Adam,selu,2.6383790969848633,0.11874999850988388
2542,3,"[120, 140, 70, 30, 8]",1.0,32,50,Adam,selu,2.5678176879882812,0.11874999850988388
2543,4,"[120, 96, 74, 52, 30, 8]",0.1,12,50,Adam,selu,2.9871432781219482,0.11874999850988388
2544,0,"[120, 92, 64, 36, 8]",1.0,64,100,RMSprop,selu,78.91436767578125,0.11874999850988388
2545,0,"[120, 92, 64, 36, 8]",0.1,12,50,Adam,selu,2.8036818504333496,0.11874999850988388
2546,6,"[120, 150, 100, 50, 20, 8]",1.0,12,50,Adamax,selu,3.8379344940185547,0.11874999850988388
2547,7,"[120, 140, 100, 75, 30, 8]",0.1,32,50,Adam,selu,2.3575756549835205,0.11874999850988388
2548,5,"[120, 100, 80, 40, 20, 8]",0.1,64,50,Adamax,relu,2.083812952041626,0.11874999850988388
2549,6,"[120, 150, 100, 50, 20, 8]",1.0,12,50,Adamax,elu,2.539419412612915,0.11874999850988388
2550,1,"[120, 90, 60, 20, 8]",1.0,32,50,Adamax,selu,2.383814811706543,0.11874999850988388
2551,2,"[120, 150, 100, 50, 8]",0.1,12,50,Adam,elu,2.9379494190216064,0.11874999850988388
2552,2,"[120, 150, 100, 50, 8]",0.1,32,50,Adam,elu,2.364513874053955,0.11874999850988388
2553,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,Adamax,selu,2.140988826751709,0.11874999850988388
2554,2,"[120, 150, 100, 50, 8]",1.0,32,50,RMSprop,softsign,33.308876037597656,0.11874999850988388
2555,7,"[120, 140, 100, 75, 30, 8]",1.0,32,100,RMSprop,selu,52.62744140625,0.11874999850988388
2556,0,"[120, 92, 64, 36, 8]",1.0,12,50,Nadam,elu,14.118681907653809,0.11874999850988388
2557,1,"[120, 90, 60, 20, 8]",0.1,32,50,Adam,selu,2.3940768241882324,0.11874999850988388
2558,5,"[120, 100, 80, 40, 20, 8]",0.1,12,100,Adam,selu,2.4940764904022217,0.11874999850988388
2559,6,"[120, 150, 100, 50, 20, 8]",1.0,32,50,RMSprop,softsign,19.190654754638672,0.11874999850988388
2560,0,"[120, 92, 64, 36, 8]",0.1,12,100,Adam,elu,2.484698534011841,0.11874999850988388
2561,5,"[120, 100, 80, 40, 20, 8]",1.0,32,100,RMSprop,elu,16.076038360595703,0.11874999850988388
2562,5,"[120, 100, 80, 40, 20, 8]",1.0,12,50,Adamax,elu,3.277540683746338,0.11874999850988388
2563,1,"[120, 90, 60, 20, 8]",1.0,12,100,Adam,elu,4.943574905395508,0.11874999850988388
2564,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Nadam,selu,12.962536811828613,0.11874999850988388
2565,7,"[120, 140, 100, 75, 30, 8]",0.1,12,50,Adam,selu,2.6074893474578857,0.11874999850988388
2566,2,"[120, 150, 100, 50, 8]",1.0,12,50,Nadam,elu,19.4432430267334,0.11874999850988388
2567,3,"[120, 140, 70, 30, 8]",1.0,32,50,RMSprop,elu,123539.9296875,0.11874999850988388
2568,1,"[120, 90, 60, 20, 8]",0.1,12,100,Adam,selu,2.4940764904022217,0.11874999850988388
2569,5,"[120, 100, 80, 40, 20, 8]",0.1,32,50,Adam,selu,2.3767611980438232,0.11874999850988388
2570,6,"[120, 150, 100, 50, 20, 8]",1.0,12,50,Adam,selu,3.676518201828003,0.11874999850988388
2571,5,"[120, 100, 80, 40, 20, 8]",1.0,32,50,Adam,elu,2.2264037132263184,0.11874999850988388
2572,3,"[120, 140, 70, 30, 8]",1.0,64,50,Adamax,tanh,2.757072687149048,0.11874999850988388
2573,6,"[120, 150, 100, 50, 20, 8]",0.1,12,100,Adam,selu,2.4940760135650635,0.11874999850988388
2574,3,"[120, 140, 70, 30, 8]",1.0,32,100,Adam,selu,12.312488555908203,0.11874999850988388
2575,0,"[120, 92, 64, 36, 8]",1.0,12,100,RMSprop,elu,36.28976058959961,0.11874999850988388
2576,4,"[120, 96, 74, 52, 30, 8]",1.0,12,50,Adamax,elu,2.3763322830200195,0.11874999850988388
2577,2,"[120, 150, 100, 50, 8]",1.0,64,100,Adamax,elu,63.389251708984375,0.11749999970197678
2578,3,"[120, 140, 70, 30, 8]",1.0,12,50,Adam,selu,50.285057067871094,0.11749999970197678
2579,1,"[120, 90, 60, 20, 8]",1.0,64,50,RMSprop,tanh,17.596450805664062,0.11749999970197678
2580,2,"[120, 150, 100, 50, 8]",0.1,64,50,RMSprop,selu,10.81866455078125,0.11749999970197678
2581,3,"[120, 140, 70, 30, 8]",1.0,64,100,Adamax,relu,16.533903121948242,0.11625000089406967
2582,7,"[120, 140, 100, 75, 30, 8]",1.0,12,50,RMSprop,softsign,33.37721252441406,0.11625000089406967
2583,0,"[120, 92, 64, 36, 8]",1.0,32,100,Adam,relu,2.1750261783599854,0.11625000089406967
2584,6,"[120, 150, 100, 50, 20, 8]",1.0,64,100,Adamax,elu,8.305497169494629,0.11625000089406967
2585,4,"[120, 96, 74, 52, 30, 8]",1.0,32,100,Adam,relu,2.1773970127105713,0.11500000208616257
2586,4,"[120, 96, 74, 52, 30, 8]",1.0,12,100,Nadam,elu,10.523170471191406,0.11500000208616257
2587,7,"[120, 140, 100, 75, 30, 8]",0.1,12,100,RMSprop,relu,2.131927251815796,0.11500000208616257
2588,1,"[120, 90, 60, 20, 8]",1.0,12,100,Adam,relu,2.370379686355591,0.11500000208616257
2589,4,"[120, 96, 74, 52, 30, 8]",1.0,64,50,Adam,elu,5.520001411437988,0.11500000208616257
2590,2,"[120, 150, 100, 50, 8]",1.0,32,100,Adam,relu,2.1773974895477295,0.11500000208616257
2591,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,Adam,relu,2.2242772579193115,0.11500000208616257
2592,4,"[120, 96, 74, 52, 30, 8]",1.0,64,50,Adamax,elu,2.143657922744751,0.11500000208616257
2593,4,"[120, 96, 74, 52, 30, 8]",0.1,12,100,RMSprop,relu,2.131927251815796,0.11500000208616257
2594,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,Adamax,selu,2.295053243637085,0.11500000208616257
2595,7,"[120, 140, 100, 75, 30, 8]",0.1,32,100,Adam,relu,2.108837127685547,0.11500000208616257
2596,2,"[120, 150, 100, 50, 8]",0.1,12,50,RMSprop,relu,2.092094898223877,0.11500000208616257
2597,7,"[120, 140, 100, 75, 30, 8]",1.0,12,100,Adamax,relu,2.137547254562378,0.11500000208616257
2598,2,"[120, 150, 100, 50, 8]",0.1,12,50,Nadam,selu,3.849752902984619,0.11500000208616257
2599,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,Adamax,elu,2.1800122261047363,0.11500000208616257
2600,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,Adamax,relu,6.71843147277832,0.11500000208616257
2601,4,"[120, 96, 74, 52, 30, 8]",1.0,64,100,Nadam,tanh,10.699981689453125,0.11500000208616257
2602,7,"[120, 140, 100, 75, 30, 8]",1.0,12,100,Nadam,relu,2.2856345176696777,0.11500000208616257
2603,3,"[120, 140, 70, 30, 8]",0.1,12,100,Adam,relu,2.1129040718078613,0.11500000208616257
2604,4,"[120, 96, 74, 52, 30, 8]",0.1,32,100,Adam,relu,2.108837366104126,0.11500000208616257
2605,2,"[120, 150, 100, 50, 8]",0.1,12,100,Adam,relu,2.1129040718078613,0.11500000208616257
2606,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Adam,elu,2.2287721633911133,0.11500000208616257
2607,4,"[120, 96, 74, 52, 30, 8]",0.1,64,100,Adam,relu,2.0950818061828613,0.11500000208616257
2608,7,"[120, 140, 100, 75, 30, 8]",1.0,32,50,Adamax,selu,2.1189334392547607,0.11500000208616257
2609,2,"[120, 150, 100, 50, 8]",1.0,32,50,Adamax,selu,1408.9224853515625,0.11500000208616257
2610,4,"[120, 96, 74, 52, 30, 8]",1.0,32,50,Adam,relu,2.1091742515563965,0.11500000208616257
2611,4,"[120, 96, 74, 52, 30, 8]",1.0,32,50,Adam,elu,2.1554014682769775,0.11500000208616257
2612,7,"[120, 140, 100, 75, 30, 8]",0.1,12,100,Nadam,relu,2.1143200397491455,0.11500000208616257
2613,2,"[120, 150, 100, 50, 8]",0.1,12,100,Nadam,relu,2.1143200397491455,0.11500000208616257
2614,7,"[120, 140, 100, 75, 30, 8]",1.0,32,100,Adam,relu,2.1773972511291504,0.11500000208616257
2615,4,"[120, 96, 74, 52, 30, 8]",1.0,32,100,Adamax,relu,2.1403987407684326,0.11500000208616257
2616,7,"[120, 140, 100, 75, 30, 8]",1.0,32,50,Adam,relu,2.1091785430908203,0.11500000208616257
2617,7,"[120, 140, 100, 75, 30, 8]",0.1,12,50,RMSprop,elu,5.537477016448975,0.11500000208616257
2618,7,"[120, 140, 100, 75, 30, 8]",0.1,12,50,RMSprop,relu,2.092094898223877,0.11500000208616257
2619,7,"[120, 140, 100, 75, 30, 8]",1.0,12,50,RMSprop,elu,35.777671813964844,0.11500000208616257
